#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P31809	uniprotkb:P11224	intact:EBI-8663470|uniprotkb:Q61353|intact:MINT-4590618|dip:DIP-61461N|uniprotkb:Q61350	intact:EBI-16196052|uniprotkb:O39227	psi-mi:ceam1_mouse(display_long)|uniprotkb:Ceacam1(gene name)|psi-mi:Ceacam1(display_short)|uniprotkb:Bgp(gene name synonym)|uniprotkb:Bgp1(gene name synonym)|uniprotkb:Biliary glycoprotein 1(gene name synonym)|uniprotkb:Murine hepatitis virus receptor(gene name synonym)|uniprotkb:MHVR1(gene name synonym)|uniprotkb:Biliary glycoprotein D(gene name synonym)	psi-mi:spike_cvma5(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:3(orf name)	psi-mi:"MI:1247"(microscale thermophoresis)	Walls et al. (2016)	pubmed:26855426|doi:10.1038/nature16988|imex:IM-25366	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11142(cvma5)|taxid:11142("Murine coronavirus (strain A59)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(DIP)	intact:EBI-16196079|imex:IM-25366-1|dip:DIP-200979E	intact-miscore:0.44
uniprotkb:P52292	uniprotkb:A0A3G5BIZ0	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-9377406|uniprotkb:Q6NVW7|uniprotkb:B9EJD6|uniprotkb:Q53YE3	intact:EBI-25564606	psi-mi:ima1_human(display_long)|uniprotkb:KPNA2(gene name)|psi-mi:KPNA2(display_short)|uniprotkb:RCH1(gene name synonym)|uniprotkb:SRP1(gene name synonym)|uniprotkb:Karyopherin subunit alpha-2(gene name synonym)|uniprotkb:SRP1-alpha(gene name synonym)|uniprotkb:RAG cohort protein 1(gene name synonym)	psi-mi:a0a3g5biz0_cvhsa(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:228330(SARS coronavirus Urbani)|taxid:228330(SARS coronavirus Urbani)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-25565349|imex:IM-27922-23	intact-miscore:0.52
uniprotkb:P52292	uniprotkb:Q14974	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-9377406|uniprotkb:Q6NVW7|uniprotkb:B9EJD6|uniprotkb:Q53YE3	intact:EBI-286758|uniprotkb:Q14637|uniprotkb:Q96J27|uniprotkb:Q53XN2|uniprotkb:B7ZAV6|uniprotkb:D3DTT3	psi-mi:ima1_human(display_long)|uniprotkb:KPNA2(gene name)|psi-mi:KPNA2(display_short)|uniprotkb:RCH1(gene name synonym)|uniprotkb:SRP1(gene name synonym)|uniprotkb:Karyopherin subunit alpha-2(gene name synonym)|uniprotkb:SRP1-alpha(gene name synonym)|uniprotkb:RAG cohort protein 1(gene name synonym)	psi-mi:imb1_human(display_long)|uniprotkb:Karyopherin subunit beta-1(gene name synonym)|uniprotkb:Nuclear factor p97(gene name synonym)|uniprotkb:Importin-90(gene name synonym)|uniprotkb:KPNB1(gene name)|psi-mi:KPNB1(display_short)|uniprotkb:NTF97(gene name synonym)|uniprotkb:Pore targeting complex 97 kDa subunit(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-25565349|imex:IM-27922-23	intact-miscore:0.92
uniprotkb:P52292	uniprotkb:A0A3G5BIZ0	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-9377406|uniprotkb:Q6NVW7|uniprotkb:B9EJD6|uniprotkb:Q53YE3	intact:EBI-25564606	psi-mi:ima1_human(display_long)|uniprotkb:KPNA2(gene name)|psi-mi:KPNA2(display_short)|uniprotkb:RCH1(gene name synonym)|uniprotkb:SRP1(gene name synonym)|uniprotkb:Karyopherin subunit alpha-2(gene name synonym)|uniprotkb:SRP1-alpha(gene name synonym)|uniprotkb:RAG cohort protein 1(gene name synonym)	psi-mi:a0a3g5biz0_cvhsa(display_long)	psi-mi:"MI:0416"(fluorescence microscopy)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:228330(SARS coronavirus Urbani)|taxid:228330(SARS coronavirus Urbani)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-25564669|imex:IM-27922-5	intact-miscore:0.52
uniprotkb:A0A3G5BIZ0	uniprotkb:Q14974	intact:EBI-25564606	intact:EBI-286758|uniprotkb:Q14637|uniprotkb:Q96J27|uniprotkb:Q53XN2|uniprotkb:B7ZAV6|uniprotkb:D3DTT3	psi-mi:a0a3g5biz0_cvhsa(display_long)	psi-mi:imb1_human(display_long)|uniprotkb:Karyopherin subunit beta-1(gene name synonym)|uniprotkb:Nuclear factor p97(gene name synonym)|uniprotkb:Importin-90(gene name synonym)|uniprotkb:KPNB1(gene name)|psi-mi:KPNB1(display_short)|uniprotkb:NTF97(gene name synonym)|uniprotkb:Pore targeting complex 97 kDa subunit(gene name synonym)	psi-mi:"MI:0416"(fluorescence microscopy)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:228330(SARS coronavirus Urbani)|taxid:228330(SARS coronavirus Urbani)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-25565257|imex:IM-27922-9	intact-miscore:0.43
uniprotkb:P52292	uniprotkb:A0A3G5BIZ0	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-9377406|uniprotkb:Q6NVW7|uniprotkb:B9EJD6|uniprotkb:Q53YE3	intact:EBI-25564606	psi-mi:ima1_human(display_long)|uniprotkb:KPNA2(gene name)|psi-mi:KPNA2(display_short)|uniprotkb:RCH1(gene name synonym)|uniprotkb:SRP1(gene name synonym)|uniprotkb:Karyopherin subunit alpha-2(gene name synonym)|uniprotkb:SRP1-alpha(gene name synonym)|uniprotkb:RAG cohort protein 1(gene name synonym)	psi-mi:a0a3g5biz0_cvhsa(display_long)	psi-mi:"MI:0416"(fluorescence microscopy)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:228330(SARS coronavirus Urbani)|taxid:228330(SARS coronavirus Urbani)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0471"(MINT)	intact:EBI-25565412|imex:IM-27922-19	intact-miscore:0.52
uniprotkb:P52292	uniprotkb:A0A3G5BIZ0	intact:EBI-349938|uniprotkb:Q9BRU5|intact:EBI-9377406|uniprotkb:Q6NVW7|uniprotkb:B9EJD6|uniprotkb:Q53YE3	intact:EBI-25564606	psi-mi:ima1_human(display_long)|uniprotkb:KPNA2(gene name)|psi-mi:KPNA2(display_short)|uniprotkb:RCH1(gene name synonym)|uniprotkb:SRP1(gene name synonym)|uniprotkb:Karyopherin subunit alpha-2(gene name synonym)|uniprotkb:SRP1-alpha(gene name synonym)|uniprotkb:RAG cohort protein 1(gene name synonym)	psi-mi:a0a3g5biz0_cvhsa(display_long)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Frieman et al. (2007)	imex:IM-27922|pubmed:17596301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:228330(SARS coronavirus Urbani)|taxid:228330(SARS coronavirus Urbani)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-25565246|imex:IM-27922-7	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564533|imex:IM-27921-21	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564587|imex:IM-27921-1	intact-miscore:0.52
chebi:"CHEBI:37550"	chebi:"CHEBI:37550"	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564623|imex:IM-27921-3	intact-miscore:0.40
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564623|imex:IM-27921-3	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564800|imex:IM-27921-13	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:O35129	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-445002|uniprotkb:O89075|uniprotkb:Q61336	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_mouse(display_long)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)|uniprotkb:Phb2(gene name)|psi-mi:Phb2(display_short)|uniprotkb:Bap(gene name synonym)|uniprotkb:Bcap37(gene name synonym)|uniprotkb:Rea(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564869|imex:IM-27921-17	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564698|imex:IM-27921-5	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564710|imex:IM-27921-23	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564717|imex:IM-27921-7	intact-miscore:0.52
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564717|imex:IM-27921-7	intact-miscore:0.52
chebi:"CHEBI:16893"	uniprotkb:Q99623	intact:EBI-2936044	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:dihydrosphingosine-1-phosphate(display_short)|psi-mi:"CHEBI:16893"(display_long)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564726|imex:IM-27921-25	intact-miscore:0.40
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564726|imex:IM-27921-25	intact-miscore:0.52
uniprotkb:Q99623	uniprotkb:P35232	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	intact:EBI-354213|uniprotkb:B4DY47|uniprotkb:Q4VBQ0	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:phb_human(display_long)|uniprotkb:PHB(gene name)|psi-mi:PHB(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564743|imex:IM-27921-9	intact-miscore:0.59
uniprotkb:Q99623	uniprotkb:P35232	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	intact:EBI-354213|uniprotkb:B4DY47|uniprotkb:Q4VBQ0	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:phb_human(display_long)|uniprotkb:PHB(gene name)|psi-mi:PHB(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564761|imex:IM-27921-27	intact-miscore:0.59
chebi:"CHEBI:37550"	uniprotkb:Q99623	intact:EBI-2937176|chebi:"CHEBI:9225"|chebi:"CHEBI:26742"|chebi:"CHEBI:474212"|chebi:"CHEBI:288447"	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	psi-mi:sphingosine 1-phosphate(display_short)|psi-mi:"CHEBI:37550"(display_long)|intact:"(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate"(iupac name)	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:-2(chemical synthesis)|taxid:-2("Chemical synthesis (Chemical synthesis)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564775|imex:IM-27921-11	intact-miscore:0.52
uniprotkb:O35129	uniprotkb:P67778	intact:EBI-445002|uniprotkb:O89075|uniprotkb:Q61336	intact:EBI-298507|uniprotkb:P24142|uniprotkb:Q3UB75|uniprotkb:Q5SQG4	psi-mi:phb2_mouse(display_long)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)|uniprotkb:Phb2(gene name)|psi-mi:Phb2(display_short)|uniprotkb:Bap(gene name synonym)|uniprotkb:Bcap37(gene name synonym)|uniprotkb:Rea(gene name synonym)	psi-mi:phb_mouse(display_long)|uniprotkb:Phb(gene name)|psi-mi:Phb(display_short)|uniprotkb:B-cell receptor-associated protein 32(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Strub et al. (2011)	pubmed:20959514|imex:IM-27921	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-25564831|imex:IM-27921-29	intact-miscore:0.50
